name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;861;0;861;3069;1582;3069;1536;0
header;92;135;92;167;1716;167;1716;135
A;899;202;899;228;920;228;920;202
D;1409;289;1409;315;1442;315;1442;289
B;894;869;894;896;914;896;914;869
C;893;1573;893;1601;913;1601;913;1573
B;1172;1757;1172;1776;1186;1776;1186;1757
A;1071;2217;1071;2232;1079;2232;1079;2217
D;892;2258;892;2284;913;2284;913;2258
A;1232;2306;1232;2322;1240;2322;1240;2306
A;975;2890;975;2890;975;2890;975;2890
A;1011;2893;1011;2899;1016;2899;1016;2893
